term,freq,journal,year
altering,1,New Phytologist,2008
alters,1,New Phytologist,2008
aluminum,2,New Phytologist,2008
american,1,New Phytologist,2008
amino,3,New Phytologist,2008
aminopeptidase,1,New Phytologist,2008
amperometric,1,New Phytologist,2008
amphibia,1,New Phytologist,2008
analogous,1,New Phytologist,2008
analyses,1,New Phytologist,2008
analysis,15,New Phytologist,2008
anatomical,1,New Phytologist,2008
anatomy,1,New Phytologist,2008
anchor,2,New Phytologist,2008
ancient,3,New Phytologist,2008
angiosperms,4,New Phytologist,2008
angle,1,New Phytologist,2008
anion,1,New Phytologist,2008
annual,5,New Phytologist,2008
annuum,1,New Phytologist,2008
anomalies,1,New Phytologist,2008
anorexic,1,New Phytologist,2008
another,1,New Phytologist,2008
antagonizes,1,New Phytologist,2008
antarctic,1,New Phytologist,2008
anthocyanin,1,New Phytologist,2008
antioxidant,1,New Phytologist,2008
antioxidants,1,New Phytologist,2008
antiporter,1,New Phytologist,2008
antirrhinum,1,New Phytologist,2008
ants,1,New Phytologist,2008
ap,1,New Phytologist,2008
aphid,1,New Phytologist,2008
apical,2,New Phytologist,2008
apoptotic,1,New Phytologist,2008
apple,2,New Phytologist,2008
applying,1,New Phytologist,2008
approach,1,New Phytologist,2008
approaches,2,New Phytologist,2008
aquaporins,1,New Phytologist,2008
aquatic,2,New Phytologist,2008
arabica,2,New Phytologist,2008
arabidopsis,33,New Phytologist,2008
arbuscular,16,New Phytologist,2008
architecture,4,New Phytologist,2008
area,2,New Phytologist,2008
arid,2,New Phytologist,2008
arks,1,New Phytologist,2008
armeria,1,New Phytologist,2008
arrival,1,New Phytologist,2008
arsenic,3,New Phytologist,2008
arsenite,1,New Phytologist,2008
arthropod,1,New Phytologist,2008
ascomycete,1,New Phytologist,2008
ascomycetes,1,New Phytologist,2008
asian,1,New Phytologist,2008
asnodf,1,New Phytologist,2008
aspen,1,New Phytologist,2008
assemblies,1,New Phytologist,2008
assembly,2,New Phytologist,2008
assessment,1,New Phytologist,2008
associate,1,New Phytologist,2008
associated,5,New Phytologist,2008
association,1,New Phytologist,2008
associations,2,New Phytologist,2008
asteropeiaceae,1,New Phytologist,2008
astragalus,1,New Phytologist,2008
asymmetries,1,New Phytologist,2008
atlas,1,New Phytologist,2008
atmospheric,2,New Phytologist,2008
attraction,1,New Phytologist,2008
australia,1,New Phytologist,2008
austrian,1,New Phytologist,2008
autoinfection,1,New Phytologist,2008
automated,1,New Phytologist,2008
automatic,1,New Phytologist,2008
autotroph,1,New Phytologist,2008
autotrophy,1,New Phytologist,2008
autumn,1,New Phytologist,2008
auxin,2,New Phytologist,2008
availability,1,New Phytologist,2008
avirulence,2,New Phytologist,2008
avoid,1,New Phytologist,2008
avoidance,2,New Phytologist,2008
avrbs,1,New Phytologist,2008
avrhah,1,New Phytologist,2008
axes,1,New Phytologist,2008
axial,1,New Phytologist,2008
b,1,New Phytologist,2008
backcross,1,New Phytologist,2008
bacterial,2,New Phytologist,2008
balance,1,New Phytologist,2008
barcoding,1,New Phytologist,2008
barley,5,New Phytologist,2008
barrier,1,New Phytologist,2008
barriers,2,New Phytologist,2008
basal,1,New Phytologist,2008
base,1,New Phytologist,2008
based,1,New Phytologist,2008
basidiomycete,1,New Phytologist,2008
basidiomycetous,1,New Phytologist,2008
basin,1,New Phytologist,2008
bay,1,New Phytologist,2008
be,2,New Phytologist,2008
bean,1,New Phytologist,2008
become,1,New Phytologist,2008
beet,1,New Phytologist,2008
being,3,New Phytologist,2008
believe,1,New Phytologist,2008
belongs,1,New Phytologist,2008
benefits,1,New Phytologist,2008
bicolor,7,New Phytologist,2008
binding,3,New Phytologist,2008
bioenergy,2,New Phytologist,2008
biofuels,1,New Phytologist,2008
biological,1,New Phytologist,2008
biology,9,New Phytologist,2008
biomass,2,New Phytologist,2008
biosynthesis,9,New Phytologist,2008
biosynthetic,1,New Phytologist,2008
biotic,1,New Phytologist,2008
biotrophy,1,New Phytologist,2008
biovar,1,New Phytologist,2008
biscutella,1,New Phytologist,2008
black,2,New Phytologist,2008
blade,1,New Phytologist,2008
blue,1,New Phytologist,2008
blueprint,1,New Phytologist,2008
bog,1,New Phytologist,2008
bordered,1,New Phytologist,2008
boreal,1,New Phytologist,2008
botrytis,1,New Phytologist,2008
bound,1,New Phytologist,2008
bournea,1,New Phytologist,2008
branch,3,New Phytologist,2008
branching,2,New Phytologist,2008
brassica,3,New Phytologist,2008
brassicaceae,2,New Phytologist,2008
breeding,1,New Phytologist,2008
brown,2,New Phytologist,2008
brx,1,New Phytologist,2008
bryophyte,1,New Phytologist,2008
bud,2,New Phytologist,2008
bulk,1,New Phytologist,2008
c,9,New Phytologist,2008
ca,2,New Phytologist,2008
cadmium,5,New Phytologist,2008
caerulescens,2,New Phytologist,2008
calcium,1,New Phytologist,2008
caledonian,1,New Phytologist,2008
california,1,New Phytologist,2008
calycina,1,New Phytologist,2008
cambial,1,New Phytologist,2008
can,6,New Phytologist,2008
candidatus,1,New Phytologist,2008
canephora,1,New Phytologist,2008
canker,2,New Phytologist,2008
canola,1,New Phytologist,2008
canopy,2,New Phytologist,2008
capacities,1,New Phytologist,2008
cape,1,New Phytologist,2008
capsicum,1,New Phytologist,2008
carbohydrate,1,New Phytologist,2008
carbohydrates,2,New Phytologist,2008
carbon,21,New Phytologist,2008
carnivorous,1,New Phytologist,2008
carolina,1,New Phytologist,2008
carotenoids,1,New Phytologist,2008
caryophyllaceae,1,New Phytologist,2008
case,1,New Phytologist,2008
catabolism,1,New Phytologist,2008
cationic,1,New Phytologist,2008
cause,1,New Phytologist,2008
caused,3,New Phytologist,2008
causing,1,New Phytologist,2008
cavitation,2,New Phytologist,2008
cawrky,1,New Phytologist,2008
cdna,1,New Phytologist,2008
celastraceae,1,New Phytologist,2008
cell,12,New Phytologist,2008
cells,10,New Phytologist,2008
cellular,2,New Phytologist,2008
cellulose,5,New Phytologist,2008
central,1,New Phytologist,2008
centrifugal,1,New Phytologist,2008
centuries,1,New Phytologist,2008
ceratodon,1,New Phytologist,2008
cereals,2,New Phytologist,2008
certain,1,New Phytologist,2008
challenge,1,New Phytologist,2008
challenges,1,New Phytologist,2008
chamber,1,New Phytologist,2008
change,5,New Phytologist,2008
changes,1,New Phytologist,2008
channels,1,New Phytologist,2008
characteristics,1,New Phytologist,2008
characterization,5,New Phytologist,2008
characters,1,New Phytologist,2008
cheats,1,New Phytologist,2008
chemistry,1,New Phytologist,2008
chicory,1,New Phytologist,2008
china,2,New Phytologist,2008
chinese,1,New Phytologist,2008
chloroplast,1,New Phytologist,2008
chloroplasts,1,New Phytologist,2008
chromatography,1,New Phytologist,2008
chrysosporium,1,New Phytologist,2008
cinerea,1,New Phytologist,2008
cis,1,New Phytologist,2008
citrus,1,New Phytologist,2008
class,1,New Phytologist,2008
climate,3,New Phytologist,2008
climatic,3,New Phytologist,2008
climax,1,New Phytologist,2008
clinal,1,New Phytologist,2008
cline,1,New Phytologist,2008
clonal,3,New Phytologist,2008
clonality,1,New Phytologist,2008
clones,1,New Phytologist,2008
cluster,1,New Phytologist,2008
co,20,New Phytologist,2008
coast,2,New Phytologist,2008
codispersing,1,New Phytologist,2008
coenzymea,1,New Phytologist,2008
coevolutionary,1,New Phytologist,2008
coevolved,1,New Phytologist,2008
coffea,2,New Phytologist,2008
coffee,1,New Phytologist,2008
cold,1,New Phytologist,2008
colonization,2,New Phytologist,2008
colour,1,New Phytologist,2008
columbia,1,New Phytologist,2008
combination,1,New Phytologist,2008
common,2,New Phytologist,2008
commonly,1,New Phytologist,2008
communities,5,New Phytologist,2008
community,3,New Phytologist,2008
comparative,6,New Phytologist,2008
comparison,2,New Phytologist,2008
compartmentalization,1,New Phytologist,2008
competition,1,New Phytologist,2008
competitiveness,1,New Phytologist,2008
complete,1,New Phytologist,2008
completed,1,New Phytologist,2008
complex,1,New Phytologist,2008
complicated,1,New Phytologist,2008
component,2,New Phytologist,2008
components,2,New Phytologist,2008
composition,3,New Phytologist,2008
compound,1,New Phytologist,2008
compounds,4,New Phytologist,2008
comprehensive,1,New Phytologist,2008
computational,1,New Phytologist,2008
concentration,1,New Phytologist,2008
concentrations,1,New Phytologist,2008
concepts,1,New Phytologist,2008
conditional,1,New Phytologist,2008
conditions,1,New Phytologist,2008
conductivity,1,New Phytologist,2008
conduits,1,New Phytologist,2008
confers,1,New Phytologist,2008
configuration,1,New Phytologist,2008
confirmed,1,New Phytologist,2008
conflict,1,New Phytologist,2008
congo,1,New Phytologist,2008
conifer,2,New Phytologist,2008
coniferous,1,New Phytologist,2008
conifers,2,New Phytologist,2008
consensus,1,New Phytologist,2008
consequences,2,New Phytologist,2008
conserved,2,New Phytologist,2008
considerably,1,New Phytologist,2008
constitutive,1,New Phytologist,2008
constraints,3,New Phytologist,2008
consumers,1,New Phytologist,2008
content,2,New Phytologist,2008
continuous,1,New Phytologist,2008
continuum,1,New Phytologist,2008
contrasting,3,New Phytologist,2008
contribute,1,New Phytologist,2008
contribution,1,New Phytologist,2008
contributions,1,New Phytologist,2008
control,4,New Phytologist,2008
controlling,1,New Phytologist,2008
controls,3,New Phytologist,2008
converge,1,New Phytologist,2008
convergence,1,New Phytologist,2008
coordinated,2,New Phytologist,2008
copper,1,New Phytologist,2008
coppice,1,New Phytologist,2008
corallorhiza,1,New Phytologist,2008
core,1,New Phytologist,2008
correlated,1,New Phytologist,2008
correlates,1,New Phytologist,2008
correlation,1,New Phytologist,2008
cortical,2,New Phytologist,2008
cost,3,New Phytologist,2008
costs,1,New Phytologist,2008
cosylphosphatidylinositol,1,New Phytologist,2008
coupling,1,New Phytologist,2008
cowpea,1,New Phytologist,2008
craterostigma,1,New Phytologist,2008
crc,1,New Phytologist,2008
crop,4,New Phytologist,2008
crosses,1,New Phytologist,2008
crown,1,New Phytologist,2008
crucial,2,New Phytologist,2008
cultivars,4,New Phytologist,2008
cultivated,1,New Phytologist,2008
cultivating,1,New Phytologist,2008
curling,1,New Phytologist,2008
curvature,1,New Phytologist,2008
cuscuta,1,New Phytologist,2008
cutinase,1,New Phytologist,2008
cyanobacterium,1,New Phytologist,2008
cycle,2,New Phytologist,2008
cycles,2,New Phytologist,2008
cysteine,1,New Phytologist,2008
cytinaceae,1,New Phytologist,2008
cytinus,1,New Phytologist,2008
cytokinin,1,New Phytologist,2008
d,1,New Phytologist,2008
damage,2,New Phytologist,2008
damaged,1,New Phytologist,2008
dark,1,New Phytologist,2008
data,1,New Phytologist,2008
death,5,New Phytologist,2008
decay,1,New Phytologist,2008
deciduous,2,New Phytologist,2008
declines,1,New Phytologist,2008
decoded,1,New Phytologist,2008
deepest,1,New Phytologist,2008
defence,2,New Phytologist,2008
defense,6,New Phytologist,2008
defenses,1,New Phytologist,2008
defensive,2,New Phytologist,2008
deficient,1,New Phytologist,2008
deficit,1,New Phytologist,2008
definition,1,New Phytologist,2008
deletion,1,New Phytologist,2008
deltoides×nigra,1,New Phytologist,2008
demonstrate,1,New Phytologist,2008
density,2,New Phytologist,2008
dependent,5,New Phytologist,2008
depends,1,New Phytologist,2008
depleted,1,New Phytologist,2008
deposition,3,New Phytologist,2008
depression,1,New Phytologist,2008
depressions,1,New Phytologist,2008
depth,1,New Phytologist,2008
derivatives,1,New Phytologist,2008
derived,4,New Phytologist,2008
describing,1,New Phytologist,2008
desiccation,1,New Phytologist,2008
design,1,New Phytologist,2008
despite,1,New Phytologist,2008
detection,3,New Phytologist,2008
detectors,1,New Phytologist,2008
determined,1,New Phytologist,2008
determines,1,New Phytologist,2008
deuterium,1,New Phytologist,2008
development,12,New Phytologist,2008
developmental,2,New Phytologist,2008
devo,1,New Phytologist,2008
diagnosis,1,New Phytologist,2008
diatoms,1,New Phytologist,2008
diel,1,New Phytologist,2008
differ,1,New Phytologist,2008
differences,3,New Phytologist,2008
different,4,New Phytologist,2008
differential,4,New Phytologist,2008
differentiated,1,New Phytologist,2008
differing,2,New Phytologist,2008
diffuse,1,New Phytologist,2008
diffusion,1,New Phytologist,2008
diffusivity,1,New Phytologist,2008
digitata,1,New Phytologist,2008
dilatatum,1,New Phytologist,2008
diminishing,1,New Phytologist,2008
diodia,1,New Phytologist,2008
dioecious,1,New Phytologist,2008
dioxide,1,New Phytologist,2008
diploperennis,1,New Phytologist,2008
direct,1,New Phytologist,2008
directions,1,New Phytologist,2008
discounting,1,New Phytologist,2008
discoveries,2,New Phytologist,2008
discovery,2,New Phytologist,2008
discrepancy,1,New Phytologist,2008
discrimination,2,New Phytologist,2008
disease,3,New Phytologist,2008
dislocated,1,New Phytologist,2008
dispersal,1,New Phytologist,2008
display,1,New Phytologist,2008
dissecting,1,New Phytologist,2008
dissociation,1,New Phytologist,2008
distance,1,New Phytologist,2008
distances,2,New Phytologist,2008
distinct,1,New Phytologist,2008
distortion,1,New Phytologist,2008
distribution,4,New Phytologist,2008
disturbance,1,New Phytologist,2008
divergence,1,New Phytologist,2008
divergent,1,New Phytologist,2008
diverse,5,New Phytologist,2008
diversification,1,New Phytologist,2008
diversity,5,New Phytologist,2008
division,2,New Phytologist,2008
dmi,1,New Phytologist,2008
dna,1,New Phytologist,2008
do,2,New Phytologist,2008
does,3,New Phytologist,2008
domain,2,New Phytologist,2008
dormancy,2,New Phytologist,2008
dortmanna,1,New Phytologist,2008
double,1,New Phytologist,2008
drain,1,New Phytologist,2008
dreaded,1,New Phytologist,2008
drivers,1,New Phytologist,2008
drives,1,New Phytologist,2008
drought,7,New Phytologist,2008
drowning,1,New Phytologist,2008
dry,1,New Phytologist,2008
dsred,1,New Phytologist,2008
ducts,1,New Phytologist,2008
dune,1,New Phytologist,2008
duplications,1,New Phytologist,2008
dynamics,2,New Phytologist,2008
early,1,New Phytologist,2008
earth,1,New Phytologist,2008
eastern,3,New Phytologist,2008
eaters,1,New Phytologist,2008
ecological,3,New Phytologist,2008
ecology,2,New Phytologist,2008
economy,1,New Phytologist,2008
ecosystem,4,New Phytologist,2008
ecosystems,1,New Phytologist,2008
ecotone,1,New Phytologist,2008
ecotypes,1,New Phytologist,2008
ectocarpus,1,New Phytologist,2008
ectomycorrhizal,17,New Phytologist,2008
ectopic,2,New Phytologist,2008
edge,1,New Phytologist,2008
effect,3,New Phytologist,2008
effector,1,New Phytologist,2008
effectors,1,New Phytologist,2008
effects,11,New Phytologist,2008
efficiency,2,New Phytologist,2008
efficient,1,New Phytologist,2008
ehrharta,1,New Phytologist,2008
eicosanoid,1,New Phytologist,2008
electron,1,New Phytologist,2008
elemental,1,New Phytologist,2008
elements,2,New Phytologist,2008
elevated,5,New Phytologist,2008
elongation,1,New Phytologist,2008
elsinochrome,1,New Phytologist,2008
elsinoë,1,New Phytologist,2008
elymi,1,New Phytologist,2008
elymus,1,New Phytologist,2008
embolism,1,New Phytologist,2008
embryo,4,New Phytologist,2008
embryogenesis,1,New Phytologist,2008
embryonic,1,New Phytologist,2008
emission,2,New Phytologist,2008
emissions,2,New Phytologist,2008
emphasis,2,New Phytologist,2008
empty,1,New Phytologist,2008
ems,1,New Phytologist,2008
enchilada,1,New Phytologist,2008
encoded,1,New Phytologist,2008
encoding,2,New Phytologist,2008
endangered,1,New Phytologist,2008
endemic,1,New Phytologist,2008
endemics,1,New Phytologist,2008
endodermis,1,New Phytologist,2008
endomembrane,1,New Phytologist,2008
endophyte,3,New Phytologist,2008
endophytes,2,New Phytologist,2008
endophytic,1,New Phytologist,2008
enemies,2,New Phytologist,2008
enhance,1,New Phytologist,2008
enhanced,2,New Phytologist,2008
enhances,1,New Phytologist,2008
enhancing,2,New Phytologist,2008
enriched,2,New Phytologist,2008
enrichment,2,New Phytologist,2008
environment,4,New Phytologist,2008
environmental,4,New Phytologist,2008
environments,3,New Phytologist,2008
enzyme,1,New Phytologist,2008
epichloë,2,New Phytologist,2008
epidemics,1,New Phytologist,2008
epidermal,1,New Phytologist,2008
epiphytic,1,New Phytologist,2008
equisetum,1,New Phytologist,2008
erecta,1,New Phytologist,2008
ericaceae,1,New Phytologist,2008
establishment,1,New Phytologist,2008
estimates,2,New Phytologist,2008
estimations,1,New Phytologist,2008
ethylene,3,New Phytologist,2008
eto,1,New Phytologist,2008
eucalypts,1,New Phytologist,2008
eucalyptus,4,New Phytologist,2008
european,1,New Phytologist,2008
evaluation,2,New Phytologist,2008
evidence,10,New Phytologist,2008
evo,1,New Phytologist,2008
evolution,9,New Phytologist,2008
evolutionary,3,New Phytologist,2008
exchange,3,New Phytologist,2008
exemplar,1,New Phytologist,2008
exert,1,New Phytologist,2008
exist,1,New Phytologist,2008
exohydrolase,2,New Phytologist,2008
expanding,1,New Phytologist,2008
expected,1,New Phytologist,2008
experiences,1,New Phytologist,2008
experimental,1,New Phytologist,2008
experiments,1,New Phytologist,2008
explain,2,New Phytologist,2008
exploration,1,New Phytologist,2008
exploring,1,New Phytologist,2008
exposure,1,New Phytologist,2008
expressed,1,New Phytologist,2008
expressing,1,New Phytologist,2008
expression,21,New Phytologist,2008
extensive,1,New Phytologist,2008
extinction,1,New Phytologist,2008
extreme,1,New Phytologist,2008
exudates,1,New Phytologist,2008
